code,name,iqc_id,name
1.01.001.040,陶瓷/金牌陶瓷/300有孔/YT,,
1.01.001.041,陶瓷/金牌陶瓷/300无孔/YT,,
1.01.001.042,陶瓷/金牌陶瓷/400有孔/YT,,
1.01.001.043,陶瓷/金牌陶瓷/400无孔/YT,,
1.01.001.044,陶瓷/金牌陶瓷/300有孔/YG,,
1.01.001.045,陶瓷/金牌陶瓷/300无孔/YG,,
1.01.001.046,陶瓷/金牌陶瓷/400有孔/YG,,
1.01.001.047,陶瓷/金牌陶瓷/400无孔/YG,,
1.01.20.001.001,停用--印度YG1603-1,,
1.01.20.001.002,停用--印度YG1603-2,,
1.01.20.001.003,停用--印度YG1603-4,,
1.01.20.001.004,停用--印度YG1603-4(T),,
1.02.001.001,停用-排污管(含法兰圈)/300/400,,
1.02.001.002,排污管/300,,
1.02.001.003,排污管/400,,
1.02.001.004,油泥,4095,陈佩
1.02.001.005,美规油泥1/含配件,,
1.02.001.006,油泥/RUBBER/φ136X25/ ,,
1.02.001.007,美规油泥/零水压/含：油泥，法兰盘，法兰盘与地面固定组件，陶瓷与地面固定组件,,
1.02.002.001,停用-过滤器,,
1.02.002.002,停用-过滤器,,
1.02.002.003,过滤器/B8001,4095,陈佩
1.02.002.004,停用-过滤器/3L/min 300psi,,
1.02.002.005,停用-过滤器(大流量)/YG,,
1.02.002.006,过滤网/橡胶垫加不锈钢/80目,,
1.02.002.007,无水箱6分PP过滤器/PP棉15-20μm（怡和通用）,4095,陈佩
1.02.002.008,前置净滤器min/15-20μm/4分(怡和通用）,,
1.02.002.009,前置净滤器（惠达专用）/15-20υm/中水箱/4分,,
1.02.002.010,前置净滤器（惠达专用）/15-20υm/ 无水箱/6分,4095,陈佩
1.02.002.011,过滤器/MI智能马桶盖过滤器MTGGLQ01ZM 4分min/146*73*55 /15-20υm,4095,陈佩
1.02.002.012,过滤器/MI内置过滤器min/钢网/80目,,
1.02.002.013,前置净滤器min/15-20μm/4分(中性）,4095,陈佩
1.02.002.014,无水箱6分PP过滤器/pp棉15-20μm（中性）,4095,陈佩
1.02.002.015,过滤器/B8001/无标贴,4095,陈佩
1.02.002.016,卡丽净滤器/6分min/PP棉/15-20μm,,
1.02.002.017,钢网过滤器/B8001/英文标贴,,
1.02.002.018,摩恩过滤器/6分min/PP棉/15-20μm,,
1.02.003.001,按钮/A36021(∮38),,
1.02.003.002,按钮/A361012(∮48),,
1.02.004.001,进水阀/A1260 11寸长本体,,
1.02.004.002,进水阀/WDI,,
1.02.004.003,进水阀/零水压进水阀/D6A/,,
1.02.005.001,排水阀/A2425,,
1.02.005.002,停用-排水阀/WDI 4200,,
1.02.005.003,排水阀/WDI 4200U,,
1.02.005.004,停用-角阀YG/AP111,,
1.02.005.005,集成角阀/六分出水,4095,陈佩
1.02.005.006,NK四分角阀(客供）/不锈钢,,
1.02.005.007,止回阀,,
1.02.005.008,集成角阀/6分出水/ 15/16 内丝进水/出美国,,
1.02.005.009,集成角阀/六分出水/排水阀/10级盐雾要求,,
1.02.005.010,集成角阀/四分/D6A,,
1.02.006.001,不锈钢编织管/F1/2XF1/2X40cm,4095,陈佩
1.02.006.002,不锈钢编织管/F1/2XF1/2X60cm弯头,4095,陈佩
1.02.006.003,PVC管/白色 60CM,4095,陈佩
1.02.006.004,不锈钢编织管,,
1.02.006.005,不锈钢编织管,,
1.02.006.006,不锈钢编织管/F3/4*F3/4*60cm大管径,4095,陈佩
1.02.006.007,不锈钢编织管/F3/4*F3/4外*20cm大管径,,
1.02.006.008,不锈钢编织管/F3/4*F3/4外*40cm大管径,,
1.02.006.009,不锈钢编织管/F3/4*F1/2*15cm 6分转4分,4095,陈佩
1.02.006.020,冲洗波纹管/F1/2*F1/2*60CM,4095,陈佩
1.02.006.021,虹吸波纹管/F1/2*F1/2*80CM,4095,陈佩
1.02.006.022,编织管（含三通）/F1M,4095,陈佩
1.02.006.023,不锈钢编织管/F1/2*F1/2*40cm,,
1.02.006.024,不锈钢编织管/F1/2XF1/2X40cm/弯接,,
1.02.006.025,不锈钢编织管/F1/2*F1/2*60cm,4095,陈佩
1.02.006.026,F1M编织管/607mm/双快插头,4095,陈佩
1.02.006.027,绦纶丝编织管/F1/2*F1/2*/60CM,,
1.02.006.028,不锈钢编织管/F1/2*快接四分编织管/60CM,,
1.02.006.029,HDE5001T/虹吸波纹管/F1/2*F1/2*70CM,4095,陈佩
1.02.006.030,编织管/涤纶丝/快接4分+快插/600mm,,
1.02.006.031,冲洗波纹管/F1/2*F1/2*50cm/,,
1.02.006.032,编织管/不锈钢/F1/2X快接四分编织管/60CM/弯接,,
1.02.006.033,不锈钢丝编织管/F1/2*F1/2*70cm,4095,陈佩
1.02.006.034,不锈钢丝编织管/F3/4*F3/4*70cm,4095,陈佩
1.02.006.035,F1M编织管/607mm/双快插头/单边背胶自封口,,
1.02.006.036,涤纶丝编织管/F1/2*F1/2/金属/符合CUPC认证,,
1.02.006.037,不锈钢编织管/F3/4XF3/4X60cm大管径,,
1.02.006.038,不锈钢编织管/F1/2*F1/2*60cm,,
1.02.006.039,涤纶丝编织管（CUPC认证）/600mm/F1/2X快插,4095,陈佩
1.02.006.040,不锈钢编织管/F3/4*F3/4*60cm大管径 ,4095,陈佩
1.02.006.041,不锈钢编织管/F1/2XF1/2X40cm,4095,陈佩
1.02.006.042,编织管/不锈钢F1/2*F1/2*60CM/DK,4095,陈佩
1.02.006.043,编织管/不锈钢/110°弯头双快接编制管/DK,,
1.02.006.044,编织管/带三通/日本,,
1.02.006.045,F1M编织管/PVC/600cm/双快插,,
1.02.006.046,不锈钢编织管/F1/2XF1/2X40cm(24小时酸性十级盐雾）,,
1.02.006.047,不锈钢编织管/F3/4*F3/4*60cm大管径(要过24小时酸性盐雾10级）,,
1.02.006.048,不锈钢编织管/F1/2*F1/2*60cm(要过24小时酸性10级盐雾）,,
1.02.006.049,F1M编织管/带三通/自封袋,,
1.02.006.050,虹吸波纹管/F1/2*F1/2*80CM(10级盐雾）,,
1.02.006.051,冲洗波纹管/F1/2*F1/2*60CM(10级盐雾）,,
1.02.006.052,塑料丝编织管/3/4*1/2/800mm,,
1.02.006.053,涤纶丝编织管/F1/2金属XF1/2塑料/CUPC认证,,
1.02.006.054,塑料丝编织管/F1/2金属XF1/2塑料/600mm,,
1.02.006.055,塑料丝编织管/F1/2塑料XF1/2塑料/500mm,,
1.02.006.056,塑料丝编织管/F1/2塑料XF1/2塑料/700mm,,
1.02.006.057,塑料丝编织管/G1/2*G1/2/塑料螺帽/300mm,,
1.02.006.058,涤纶丝编织管（CUPC认证）/600mm/F1/2X快插/自粘袋,,
1.02.007.001,快插硬插弯接/ATEU0606 3/8”*3/8”,,
1.02.007.0012,直通/AFAB0607F 3/8*1/2,,
1.02.007.0013,转接头/1/2CX3//8C/铜,,
1.02.007.002,直通/AUC0606 3/8”*3/8”,,
1.02.007.003,直通/AUC0604 3/8”*1/4”,,
1.02.007.004,直通/AFAB0607C 3/8”*1/2”,,
1.02.007.005,进水三通,,
1.02.007.006,弯通/AEU0604 3/8”*1/4”,,
1.02.007.009,停用-直通/ST-1602 3/8”*1/2”,,
1.02.007.010,弯接/PLW0408,,
1.02.007.011,"快插弯通/AEU0606 3/8""*3/8""",,
1.02.008.001,供水塑料管/DPE06 3/8”OD,,
1.02.009.001,三通/φ4.8,,
1.02.009.002,美制铜三通/F1/2XF1/2X活结11/16/电镀,,
1.02.010.001,转芯,,
1.02.010.002,定子/陶瓷,,
1.02.010.010,转芯/PPS,,
1.02.010.011,定子,,
1.02.010.012,螺纹管/加热器用,,
1.02.011.001,水位开关/LS-0431  线长460mm,4095,陈佩
1.02.011.002,水位开关/LS-0431-YH02线长320mm,4095,陈佩
1.02.012.001,停用-铜四分接头/塔形内螺纹,,
1.02.012.002,M1/2直接,,
1.02.012.003,M1/2直接,,
1.02.012.004,6转4补芯/铜6分转4分(含4分垫片）,4095,陈佩
1.02.012.005,接头/直接/PIN0608,,
1.02.012.006,转接头3/4外丝转9/16内丝/出口美国,,
1.02.012.007,转接头3/4外丝转11/16内丝/出口美国,,
1.03.001.001,停用-单管清洗器,3928,闫朋
1.03.001.002,清洗器电机/24BYJ48-1384 DC24V 线长170mm,3928,闫朋
1.03.001.0020,清洗器电机(欧凯)/24BYJ-1384  DC24V 线长150mm,,
1.03.001.003,清洗器电机/24BYJ48-1469 DC12V 200cm,3928,闫朋
1.03.001.004,清洗器电机/24BYJ48-1694 DC12V线长150MM,3928,闫朋
1.03.001.0040,清洗器电机(欧凯)/24BYJ-1694  D12V线长130,,
1.03.001.006,清洗器电机/24BYJ48-1694DC12V/线长350mm,,
1.03.001.007,清洗器电机（日端）172031-M2/26AWG/5pin白色/130mm,3928,闫朋
1.03.001.008,清洗器电机（日端）/MI/24AWG 5pin白色 110mm,3928,闫朋
1.03.001.009,清洗器/F1M/120V/有紫外线 药泵,,
1.03.001.010,清洗器/法恩莎,,
1.03.001.011,钢管清洗器（扁管）/ab13302-新改模,,
1.03.001.012,YT清洗器（扁管）/12V-新改模,,
1.03.001.013,钢管清洗器（扁管）/U60-新改模,,
1.03.001.014,清洗器/F1M555,,
1.03.001.015,钢管清洗器(YM)/12V(电机线朝上),,
1.03.001.016,钢管清洗器(空壳机用)/不带电机,,
1.03.001.017,钢管清洗器(TYPE-E)/12V/电机线朝上,,
1.03.001.018,钢管清洗器(分体机用)//电机线朝下,,
1.03.001.019,钢管清洗器(HDE1115)/电机线朝上,,
1.03.001.020,F1M钢管清洗器（扁管）/无紫外线,,
1.03.001.021,清洗器/7301（三五孔）/空壳机/无电机,,
1.03.001.022,钢管清洗器(7301即热式)/12V/电机线朝上,,
1.03.001.023,钢管清洗器(一体机用)//电机线朝上,,
1.03.001.024,钢管清洗器(分 603-1)/电机线朝下,,
1.03.001.025,清洗器/F1M/120V,,
1.03.001.026,清洗器/钢管清洗器/F1M 扁管,,
1.03.001.027,水压式清洗器/BH3-F1A602,,
1.03.001.028,清洗器/MI-01(智米）,,
1.03.001.029,单管清洗器/大扭矩清洗器电机/DC12V,,
1.03.001.030,单管清洗器/弯管包皮/304不锈钢,,
1.03.001.031,清洗器电机（日端）/320mm/5pin,,
1.03.001.032,清洗器电机（日端）/400mm/5pin,,
1.03.001.099,停用-清洗器电机/12V欧凯,,
1.03.002.001,气泵/DC12V,,
1.03.002.002,气泵电机/DC12V 5600RPM,,
1.03.002.003,气泵坤锦/线长230mm,3928,闫朋
1.03.002.004,气泵坤锦/线长400mm,,
1.03.002.005,停用-气泵坤锦/线长200mm,,
1.03.002.006,气泵坤锦/CJAP27-AA12B5   线长230mm,3928,闫朋
1.03.002.007,充气泵 坤锦/CJAP37-AC12D6,,
1.03.002.008,气泵（日端）172031-M2/线长230mm,3928,闫朋
1.03.002.009,气泵（日端）/172031-M2/230mm/2Pin褐色/法恩莎专用,3928,闫朋
1.03.002.010,气泵/气泵/CJAP27-AA12B5/400mm/津达,3928,闫朋
1.03.002.011,气泵（日端）/CJAP27-AA12B5/320mm,3928,闫朋
1.03.002.012,气泵（日端）/CJAP27-AA12B5/120mm,3928,闫朋
1.03.002.013,气泵/线长230mm/2pin紫色塑壳/津达/科际/KPM27Y-12A3,,
1.03.003.001,停用-水流分配阀,3928,闫朋
1.03.003.002,分配阀电机/24BYJ48-1105 DC24V 线长600改为400mm(1916),3928,闫朋
1.03.003.003,分配阀电机/24BYJ48-1378 DC12V线长260mm,3928,闫朋
1.03.003.0030,分配阀电机(欧凯)/24BYJ-1378  DC12V线长220,,
1.03.003.004,分配阀电机/24BYJ48-1871 DC12V线长300,3928,闫朋
1.03.003.005,停用-分配阀电机,3928,闫朋
1.03.003.0050,分配阀电机(欧凯)/24BYJ-1916  DC24V 线长400mm,,
1.03.003.006,分配阀电机/24BYJ48-1959  DC12V线长500,3928,闫朋
1.03.003.007,分配阀电机/24BYJ48-2292 DC12V/350mm,,
1.03.003.008,分配阀电机（日端）172031-M2/24BYJ48-2291 26AWG/5pin蓝色/240mm,3928,闫朋
1.03.003.009,分配阀电机（日端）/MI/24AWG 5pin黑色 240mm,3928,闫朋
1.03.003.010,水流分配阀(日端)/5pin蓝色/12V/240mm/法恩莎专用,3928,闫朋
1.03.003.011,水流分配阀/DC24V/220V/线长400,3928,闫朋
1.03.003.012,水流分配阀支架(美标)/TYPE-E/220V,3928,闫朋
1.03.003.013,水流分配阀/DC12V/220V/线长300(专用),3928,闫朋
1.03.003.014,水流分配阀/YM DC12V/220V/线长490,3928,闫朋
1.03.003.015,水流分配阀/220V/日端/240mm,3928,闫朋
1.03.003.016,机械分配阀/F1A601/220V,3928,闫朋
1.03.003.017,水流分配阀/TYPE E DC12V/220V/线长220,3928,闫朋
1.03.003.018,水流分配阀/MI-(智米）/220V/线长240mm,3928,闫朋
1.03.003.019,分配阀电机/日端/480mm,3928,闫朋
1.03.003.020,水流分配阀/朝上分配阀/DC12V/480mm,3928,闫朋
1.03.003.021,分配阀电机/日端/300mm,3928,闫朋
1.03.003.022,分水阀电机/5芯防水插头/黑色,3928,闫朋
1.03.003.023,分配阀电机（日端）/5pin 蓝色/150mm,3928,闫朋
1.03.003.024,水流分配阀/MMT8水流分配阀/12V/480mm,,
1.03.004.001,停用-电动阻尼（座圈）,3928,闫朋
1.03.004.002,停用-电动阻尼（座盖）,3928,闫朋
1.03.004.003,停用-手动阻尼/15K(SSA),3928,闫朋
1.03.004.004,停用-手动阻尼/15K(SSA),3928,闫朋
1.03.004.005,停用-手动阻尼/20K(SSA),3928,闫朋
1.03.004.006,停用-手动阻尼(座盖)/20K(SSA),3928,闫朋
1.03.004.007,手动阻尼(座圈)/TD69B1-25K,3928,闫朋
1.03.004.008,手动阻尼（座圈）,3928,闫朋
1.03.004.009,手动阻尼(座盖)/TD69A1-30K,3928,闫朋
1.03.004.010,停用-自动阻尼电机/12V 5600RPM,3928,闫朋
1.03.004.011,停用-自动阻尼电机/RF-370CA-15760,3928,闫朋
1.03.004.012,手动阻尼（座圈）,3928,闫朋
1.03.004.013,手动阻尼（座盖）,3928,闫朋
1.03.004.014,手动阻尼(座圈)/SD01-L1-20K,3928,闫朋
1.03.004.015,手动阻尼(座盖)/SD01-R1-20K,3928,闫朋
1.03.004.016,手动阻尼(座圈)/SD01-L1-18K,3928,闫朋
1.03.004.017,手动阻尼/SD01-R1-18K,3928,闫朋
1.03.004.018,手动阻尼/SD01-L1-25K,3928,闫朋
1.03.004.019,手动阻尼/SD01-L1-22K,3928,闫朋
1.03.004.020,手动阻尼/TD69A1-25K,3928,闫朋
1.03.004.021,停用-电动阻尼,3928,闫朋
1.03.004.022,停用-电动阻尼,3928,闫朋
1.03.004.023,停用-05#油芯组件(左)/81002,3928,闫朋
1.03.004.024,停用-05#油芯组件(右)/81002,3928,闫朋
1.03.004.025,手动阻尼,3928,闫朋
1.03.004.026,手动阻尼,3928,闫朋
1.03.004.027,手动阻尼,3928,闫朋
1.03.004.028,手动阻尼,3928,闫朋
1.03.004.029,手动阻尼/SD02-R2-20K,3928,闫朋
1.03.004.030,手动阻尼/SD02-R2-22K,3928,闫朋
1.03.004.031,手动阻尼/SD02-L2-25K,3928,闫朋
1.03.004.032,手动阻尼/SD02-R2-30K,3928,闫朋
1.03.004.033,手动阻尼/SD02-L2-22K,,
1.03.004.034,手动阻尼/SD02-L2-30K,,
1.03.004.035,手动阻尼/SD02-R1-15K(TOK出厂10s以上),,
1.03.004.036,手动阻尼/TD69A1-35K,,
1.03.004.037,手动阻尼/SD02-R1-18K,,
1.03.004.038,手动阻尼/SD02-L1-18K,,
1.03.004.040,手动阻尼/SD02-L1-15K,,
1.03.004.050,电动阻尼2/左,3928,闫朋
1.03.004.051,电动阻尼2/右,3928,闫朋
1.03.004.052,旋转阻尼器 Q20B-Y30G,3928,闫朋
1.03.004.053,旋转阻尼器,,
1.03.004.054,旋转阻尼器Q20BJ-Y35G,,
1.03.004.055,旋转阻尼器Q20BJ-Z35G,,
1.03.004.056,旋转阻尼器Q20B-Z28G,3928,闫朋
1.03.004.057,旋转阻尼器/DN20B-R403-D3,,
1.03.004.058,旋转阻尼器/DN20A-R283-D3,,
1.03.004.059,旋转阻尼器Q20B-Y22G,,
1.03.004.060,旋转阻尼器Q20B-Y25G,3928,闫朋
1.03.004.061,手动阻尼/SD02-L2-20K,,
1.03.004.062,旋转阻尼器Q20B-Z20G,,
1.03.004.063,旋转阻尼器Q20B-Y20G,,
1.03.004.064,旋转阻尼器/DN20A-L223-D3,,
1.03.004.065,旋转阻尼器Q20B-Y15G,,
1.03.004.066,旋转阻尼器Q20B-Y18G,3928,闫朋
1.03.004.067,旋转阻尼器Q20B-Z15G,,
1.03.004.068,旋转阻尼器Q20B-Z18G,3928,闫朋
1.03.004.069,手动阻尼Q20B3-Y18G,3928,闫朋
1.03.004.070,手动阻尼Q20B3J-Z35G,,
1.03.004.071,手动阻尼Q20B3J-Z30G,3928,闫朋
1.03.004.072,手动阻尼Q20B3J-Z33G,,
1.03.004.073,座盖阻尼/DN20B-L303-D5,,
1.03.004.074,座盖阻尼Q20B3J-Y30G,3928,闫朋
1.03.004.075,手动阻尼Q20B3-Y22G,,
1.03.004.076,座盖阻尼Q20B3-Y25G,3928,闫朋
1.03.004.077,座圈阻尼Q20B3-Z20G,3928,闫朋
1.03.004.078,座圈阻尼/DN20A-L153-D5,,
1.03.004.079,阻尼/NK座盖阻尼,,
1.03.004.080,旋转阻尼器Q20B3-Y15G,,
1.03.004.081,座圈阻尼Q20B3-Y20G,,
1.03.004.082,MI-01座盖阻尼Q20B3-Y20G,,
1.03.004.083,手动阻尼Q20B3J-Z30G,,
1.03.004.084,阻尼/自动阻尼电机（NTTF001ZB1）/12V/3N.M,3928,闫朋
1.03.004.085,CCW电动阻尼/8850-20-05227/右旋转/YH,,
1.03.004.086,CW电动阻尼/ 8850-20-05504/左旋转/YH,,
1.03.004.087,手动阻尼/R8036R-CW-18K/,,
1.03.004.088,手动阻尼/R8035L-CCW-30K/,3928,闫朋
1.03.004.089,阻尼/DN20A-L253-D5/,3928,闫朋
1.03.004.090,手动阻尼/R8035L-CCW-18K/,,
1.03.004.091,手动阻尼/R8035L-CCW-21K/,3928,闫朋
1.03.004.092,手动阻尼Q20B-Z1G,3928,闫朋
1.03.004.093,阻尼/自动阻尼 DC12V/65*30*75 轴长19,,
1.03.004.094,阻尼/自动阻尼电机/12V/3.5N.M//NIDEC,3928,闫朋
1.03.004.095,阻尼/手动阻尼/DN20A-R103-D3,3928,闫朋
1.03.004.096,旋转手动阻尼器/DN20A-L103-D5/天怿达,3928,闫朋
1.03.004.097,旋转手动阻尼/DN20A-R103-D5/天怿达,3928,闫朋
1.03.004.098,手动阻尼/R8035L-CCW-15k,3928,闫朋
1.03.004.099,阻尼/自动阻尼CW/DC12V 3.6N.m/第一化成,3928,闫朋
1.03.005.001,停用-瞬间加热器/220V 50Hz 900cc/min,3928,闫朋
1.03.005.002,停用-熔断丝组件,3928,闫朋
1.03.005.003,陶瓷管组件/19.5Ω 220VAC,3928,闫朋
1.03.005.004,停用-蝶型温控,,
1.03.005.005,FBH1,,
1.03.005.006,CMH2(板卡),3928,闫朋
1.03.005.007,FBH2(板卡)/加热器PCB软件FBH2-D,3928,闫朋
1.03.005.008,停用-FBH3/YK加热器软件 校验码0xADD07,,
1.03.005.009,FBH2-D(软件) R31011417,,
1.03.005.010,瞬间加热器/陶瓷管/惠达,,
1.03.005.011,瞬间加热器/陶瓷管/双功率,3928,闫朋
1.03.005.012,陶瓷管组件/110V,,
1.03.005.013,CMH2/英文版,,
1.03.005.014,陶瓷管aB13302/长200mm/短90mm/短80mm 1400W,3928,闫朋
1.03.005.015,双功率陶瓷管/120V,3928,闫朋
1.03.005.016,HDE5001T 陶瓷管/110V  1300W,,
1.03.005.017,陶瓷管 MI/220V 1400W,3928,闫朋
1.03.005.018,镀钛陶瓷管/220V,3928,闫朋
1.03.005.019,加热器/MI-01/220V,3928,闫朋
1.03.005.020,加热器V1/220V,3928,闫朋
1.03.005.021,加热器/法恩莎/220V,3928,闫朋
1.03.005.022,加热器/ab13302/110V/FBH6/220V,3928,闫朋
1.03.005.023,加热器/7302 CMH2（手动温控器）/220V,3928,闫朋
1.03.005.024,加热器（YK）/自动复位/CMH2/220V,3928,闫朋
1.03.005.025,加热器V1/安华/anK1013/220V,3928,闫朋
1.03.005.026,加热器/F1K即热式/220V,3928,闫朋
1.03.005.027,惠达加热器（CMH2）/H5101Y（手动温控器）/220V,3928,闫朋
1.03.005.028,加热器V1-1/一体机/220V,3928,闫朋
1.03.005.029,加热器/YT/(双温控器)/220V,3928,闫朋
1.03.005.030,加热器/NK/noken/ ,3928,闫朋
1.03.005.031,加热器/F1M/220V,3928,闫朋
1.03.005.032,加热器/F1M（手动温控器）/美标,3928,闫朋
1.03.005.033,加热器(美标)/220V,3928,闫朋
1.03.005.034,加热器/F1M/120V/110V,3928,闫朋
1.03.005.035,加热器/aB13302/FBH6/220V/MHT8-3,3928,闫朋
1.03.005.036,加热器/用CMH2/110V,3928,闫朋
1.03.005.037,加热器/一体机（手动温控器）/220V,3928,闫朋
1.03.005.038,陶瓷管/MI 110V,3928,闫朋
1.03.005.039,F1M加热器/110V,3928,闫朋
1.03.005.040,加热器/MI-01/220V\立山传感器,3928,闫朋
1.03.005.041,陶瓷管/F1N/220V/ab13302改款,3928,闫朋
1.03.005.042,零水压陶瓷管（短）/220V 1400W,3928,闫朋
1.03.005.043,零水压陶瓷管（短）/110V 1400W,3928,闫朋
1.03.005.044,瞬间加热器/安华S15/MHT8-1/220V,3928,闫朋
1.03.005.045,F1N加热器陶瓷管/110V,3928,闫朋
1.03.005.046,F1N加热器陶瓷管/220V,3928,闫朋
1.03.005.047,瞬间加热器/法恩F8F9/220V/MHT8,3928,闫朋
1.03.005.048,瞬间加热器/零水压/MHT8L-2/110V,,
1.03.005.049,瞬间加热器/零水压/MHT8-2/220V,,
1.03.005.050,瞬间加热器/法恩/MHT8-FN（外卖）/220V,,
1.03.006.001,电磁减压一体阀/CW-SP,3928,闫朋
1.03.006.002,电磁阀/L0628-AC220V,3928,闫朋
1.03.006.003,机械减压阀,3928,闫朋
1.03.006.004,电磁减压一体阀/F1A604  12V,3928,闫朋
1.03.006.005,电磁减压一体阀/CW-SP2,3928,闫朋
1.03.006.006,脉冲阀/YG,3928,闫朋
1.03.006.007,电磁阀减压一体阀/CW-SP3,,
1.03.006.008,直流阀/无水箱,3928,闫朋
1.03.006.009,直流阀(对接线)/含对接线 HDE1116,,
1.03.006.010,脉冲阀（含对接线）/YM,3928,闫朋
1.03.006.011,电磁减压一体阀/SP4含过滤器,3928,闫朋
1.03.006.012,直流阀（日端）172031-M2/24AWG 2Pin 270mm,3928,闫朋
1.03.006.013,集成电磁阀/SP5(日端）172031-M2/7pin白色,3928,闫朋
1.03.006.014,SP6集成水阀（日端）/MI/24AWG 7pin白色,3928,闫朋
1.03.006.015,直流阀(日端)/172031-M2/24AWG 2Pin蓝+白/240mm/法恩莎专用,3928,闫朋
1.03.006.016,电磁线圈/怡和自主研发,3928,闫朋
1.03.006.017,SP4-1/CUPC,3928,闫朋
1.03.006.018,SP6-A集成水阀/（日端）/MI/24AWG 7pin白色/立山传感器,3928,闫朋
1.03.006.019,SP6-1 集成水阀/MI-01 110V,3928,闫朋
1.03.006.020,SP6-B集成水阀/（日端）/MI/24AWG 7pin白色/芝浦传感器,3928,闫朋
1.03.006.021,集成阀电磁线圈/使用津达端子,3928,闫朋
1.03.006.022,SP6-2集成水阀（日端）/线圈方向朝下（新进气口）/MI/24AWG 7pin白色,,
1.03.006.023,直流阀/335mm/24AWG/日端,,
1.03.006.024,电磁减压一体阀/SP5-A/日端/7pin 白色/300mm,,
1.03.006.025,电磁减压一体阀/SP6-4/日端/7pin白色,,
1.03.006.026,SP6-3/线圈方向朝下/5系列进气口,,
1.03.006.027,电磁减压一体阀/SP4不含进水嘴/ ,,
1.03.006.028,直流阀/神林/去弹簧/日端,,
1.03.006.029,CW-SP5-1/日端/7pin 白色/线圈方向朝下,,
1.03.006.030,电磁减压一体阀/CW-SP5-2(632±40ml/min)/过CUPC，电磁阀朝上,,
1.03.007.001,自动放水电机/35BYHJ19-H-04,,
1.03.008.001,停用-干燥风机,3928,闫朋
1.03.008.002,停用-干燥电机,3928,闫朋
1.03.008.003,风机/RBD7530B1 12V  线长230,3928,闫朋
1.03.008.004,风机/RBD7530B1 12V(FG)线长280,3928,闫朋
1.03.008.005,风机/RBD7530B1 12V(FG) 线长370,,
1.03.008.006,干燥/风机/7530/4600rpm/线长230mm,,
1.03.008.007,干燥/风机/12V 2芯线长350,3928,闫朋
1.03.008.008,Nidec风机/12V DC 0.33A/线长300mm,,
1.03.008.009,风机（日端）172031-M2/3pin红色/260mm,3928,闫朋
1.03.008.010,建准风机/6025 DC24V/160mm/2pin,,
1.03.008.011,风机(日端)/172031-M2/3pin红色/12V/260mm/法恩莎专用,3928,闫朋
1.03.008.012,nidec 风机/3pin  红色（津达）/260mm,3928,闫朋
1.03.008.013,干燥/除臭风机4010/DC12V/津达端子,3928,闫朋
